method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
Ours_Regret,11,g1,294,38946.0,0.81973,0.80229,0.53993,0.3494,0.19053
Ours_Regret,11,g2,123,38946.0,0.93496,0.48315,0.24973,0.02683,0.22289
Ours_Regret,11,g3,200,38946.0,0.695,0.44903,0.67982,0.46842,0.2114
Ours_Regret,22,g0,303,38946.0,0.63696,0.63228,0.74019,0.57037,0.16982
Ours_Regret,22,g1,294,38946.0,0.80612,0.78617,0.51612,0.3494,0.16672
Ours_Regret,22,g2,123,38946.0,0.92683,0.48098,0.23507,0.02683,0.20824
Ours_Regret,22,g3,200,38946.0,0.67,0.42871,0.66596,0.46842,0.19754
Ours_Regret,33,g0,303,38946.0,0.65347,0.6528,0.68028,0.57037,0.10992
Ours_Regret,33,g1,294,38946.0,0.81633,0.79806,0.52046,0.3494,0.17107
Ours_Regret,33,g2,123,38946.0,0.92683,0.48098,0.21321,0.02683,0.18637
Ours_Regret,33,g3,200,38946.0,0.685,0.46981,0.6167,0.46842,0.14828
Ours_Regret,44,g0,303,38946.0,0.62706,0.62117,0.71194,0.57037,0.14157
Ours_Regret,44,g1,294,38946.0,0.81293,0.79341,0.50757,0.3494,0.15817
Ours_Regret,44,g2,123,38946.0,0.92683,0.48098,0.26845,0.02683,0.24162
Ours_Regret,44,g3,200,38946.0,0.6,0.42406,0.64116,0.46842,0.17275
Ours_Regret,55,g0,303,38946.0,0.61716,0.61157,0.67611,0.57037,0.10574
Ours_Regret,55,g1,294,38946.0,0.81633,0.79832,0.51568,0.3494,0.16629
Ours_Regret,55,g2,123,38946.0,0.90244,0.50243,0.23838,0.02683,0.21154
Ours_Regret,55,g3,200,38946.0,0.675,0.44099,0.69073,0.46842,0.22232
Independent,42,g0,303,,0.65347,0.64297,0.64358,0.57037,0.07321
Independent,42,g1,294,,0.78912,0.75446,0.50744,0.3494,0.15804
Independent,42,g2,123,,0.92683,0.48098,0.24193,0.02683,0.2151
Independent,42,g3,200,,0.73,0.43789,0.57649,0.46842,0.10807
Independent,1337,g0,303,,0.61056,0.59449,0.6326,0.57037,0.06223
Independent,1337,g1,294,,0.81633,0.79565,0.47203,0.3494,0.12263
Independent,1337,g2,123,,0.93496,0.48315,0.2299,0.02683,0.20307
Independent,1337,g3,200,,0.745,0.42692,0.56793,0.46842,0.09951
Independent,7,g0,303,,0.63036,0.628,0.65475,0.57037,0.08438
Independent,7,g1,294,,0.81293,0.78888,0.49207,0.3494,0.14268
Independent,7,g2,123,,0.90244,0.50628,0.2975,0.02683,0.27067
Independent,7,g3,200,,0.715,0.41587,0.59087,0.46842,0.12246
Independent,2024,g0,303,,0.63696,0.63274,0.64147,0.57037,0.0711
Independent,2024,g1,294,,0.80612,0.78178,0.49795,0.3494,0.14856
Independent,2024,g2,123,,0.92683,0.48098,0.25291,0.02683,0.22608
Independent,2024,g3,200,,0.745,0.42692,0.58649,0.46842,0.11807
Independent,31337,g0,303,,0.63696,0.62965,0.64005,0.57037,0.06968
Independent,31337,g1,294,,0.81973,0.7997,0.49906,0.3494,0.14967
Independent,31337,g2,123,,0.93496,0.48315,0.3007,0.02683,0.27387
Independent,31337,g3,200,,0.745,0.42692,0.55879,0.46842,0.09038
Independent,11,g0,303,,0.64026,0.6359,0.63239,0.57037,0.06202
Independent,11,g1,294,,0.81633,0.79465,0.48344,0.3494,0.13404
Independent,11,g2,123,,0.92683,0.48098,0.23845,0.02683,0.21162
Independent,11,g3,200,,0.705,0.41171,0.58001,0.46842,0.1116
Independent,22,g0,303,,0.63696,0.63113,0.63474,0.57037,0.06438
Independent,22,g1,294,,0.81973,0.79942,0.46466,0.3494,0.11527
Independent,22,g2,123,,0.92683,0.48098,0.21361,0.02683,0.18678
Independent,22,g3,200,,0.735,0.42345,0.57907,0.46842,0.11065
Independent,33,g0,303,,0.62376,0.62069,0.62345,0.57037,0.05308
Independent,33,g1,294,,0.81633,0.79738,0.47405,0.3494,0.12466
Independent,33,g2,123,,0.92683,0.48098,0.2282,0.02683,0.20137
Independent,33,g3,200,,0.745,0.42692,0.57123,0.46842,0.10282
Independent,44,g0,303,,0.63366,0.62662,0.62991,0.57037,0.05954
Independent,44,g1,294,,0.82313,0.80482,0.49764,0.3494,0.14824
Independent,44,g2,123,,0.92683,0.48098,0.21097,0.02683,0.18414
Independent,44,g3,200,,0.745,0.42692,0.57404,0.46842,0.10562
Independent,55,g0,303,,0.63696,0.63272,0.62774,0.57037,0.05737
Independent,55,g1,294,,0.81633,0.79599,0.46804,0.3494,0.11865
Independent,55,g2,123,,0.92683,0.48098,0.22699,0.02683,0.20016
Independent,55,g3,200,,0.73,0.42165,0.58671,0.46842,0.11829
