method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
Reweigh,42,g0,303,52546,0.6303630363036303,0.6143833037350364,0.6475163411115459,0.570368,0.0771483411115458
Reweigh,42,g1,294,52546,0.8027210884353742,0.775906697506219,0.4575348261388994,0.349396,0.1081388261388994
Reweigh,42,g2,123,52546,0.926829268292683,0.480979200980724,0.2086253869385133,0.026832,0.1817933869385133
Reweigh,42,g3,200,52546,0.745,0.4269151138716356,0.5844108987692743,0.468417,0.1159938987692743
Reweigh,1337,g0,303,52546,0.6468646864686468,0.641084621263752,0.6511340730888123,0.570368,0.0807660730888123
Reweigh,1337,g1,294,52546,0.8095238095238095,0.7858813090771034,0.500246517654367,0.349396,0.150850517654367
Reweigh,1337,g2,123,52546,0.926829268292683,0.480979200980724,0.208018305520262,0.026832,0.181186305520262
Reweigh,1337,g3,200,52546,0.735,0.4619227741247377,0.6066506651043891,0.468417,0.1382336651043891
Reweigh,7,g0,303,52546,0.6468646864686468,0.6394960122978097,0.6329137544476553,0.570368,0.0625457544476553
Reweigh,7,g1,294,52546,0.8197278911564626,0.7971763386003984,0.4599236740927104,0.349396,0.1105276740927104
Reweigh,7,g2,123,52546,0.926829268292683,0.480979200980724,0.2133001959239079,0.026832,0.1864681959239079
Reweigh,7,g3,200,52546,0.73,0.4380443416821628,0.5799608591198921,0.468417,0.1115438591198921
Reweigh,2024,g0,303,52546,0.636963696369637,0.6313704300833013,0.6387881519082356,0.570368,0.0684201519082355
Reweigh,2024,g1,294,52546,0.8231292517006803,0.802951020394936,0.4608946296142503,0.349396,0.1114986296142503
Reweigh,2024,g2,123,52546,0.926829268292683,0.480979200980724,0.2150355577733882,0.026832,0.1882035577733882
Reweigh,2024,g3,200,52546,0.71,0.4228571428571428,0.5894833962619305,0.468417,0.1210663962619305
Reweigh,31337,g0,303,52546,0.6435643564356436,0.625980486355002,0.6382296691332073,0.570368,0.0678616691332073
Reweigh,31337,g1,294,52546,0.8299319727891157,0.8062473717980895,0.4636527651376059,0.349396,0.1142567651376059
