method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
Reweigh,42,g0,533,52482,0.7185741088180112,0.5918419440473759,0.6086966859681603,0.2771,0.3315966859681603
Reweigh,42,g1,530,52482,0.779245283018868,0.5326172979084228,0.4924197287754516,0.290923,0.2014967287754516
Reweigh,42,g2,2338,52482,0.7031650983746792,0.554696488007939,0.5971793179345294,0.289439,0.3077403179345294
Reweigh,1337,g0,533,52482,0.7279549718574109,0.5967872365956604,0.5226603227389072,0.2771,0.2455603227389071
Reweigh,1337,g1,530,52482,0.7509433962264151,0.5239002613240419,0.4833969344665024,0.290923,0.1924739344665024
Reweigh,1337,g2,2338,52482,0.7356715141146278,0.5726596133575148,0.5492403321764834,0.289439,0.2598013321764834
Reweigh,7,g0,533,52482,0.6941838649155723,0.5843368594297962,0.4882710842894511,0.2771,0.211171084289451
Reweigh,7,g1,530,52482,0.8301886792452831,0.5643994739918177,0.4771494419928991,0.290923,0.1862264419928991
Reweigh,7,g2,2338,52482,0.7467921300256629,0.5774841537020688,0.54454581757531,0.289439,0.2551068175753099
Reweigh,2024,g0,533,52482,0.6829268292682927,0.5712762666285904,0.5637879769246166,0.2771,0.2866879769246165
Reweigh,2024,g1,530,52482,0.7811320754716982,0.5593589633324733,0.5095626911535016,0.290923,0.2186396911535016
Reweigh,2024,g2,2338,52482,0.7485029940119761,0.578814627994956,0.5406360738935432,0.289439,0.2511970738935432
Reweigh,31337,g0,533,52482,0.7298311444652908,0.598291671900515,0.5060909402654568,0.2771,0.2289909402654567
Reweigh,31337,g1,530,52482,0.7943396226415095,0.5541715864453345,0.5138879816263106,0.290923,0.2229649816263105
Reweigh,31337,g2,2338,52482,0.7416595380667237,0.5809065925912736,0.5538823221251687,0.289439,0.2644433221251687
Reweigh,11,g0,533,52482,0.7279549718574109,0.6018063877911679,0.4929494893779095,0.2771,0.2158494893779095
Reweigh,11,g1,530,52482,0.809433962264151,0.5219639396672591,0.4672192141483977,0.290923,0.1762962141483977
Reweigh,11,g2,2338,52482,0.7681779298545766,0.5905196203505152,0.5366702646373989,0.289439,0.2472312646373988
Reweigh,22,g0,533,52482,0.7410881801125704,0.6174641148325358,0.4566435243298368,0.2771,0.1795435243298367
Reweigh,22,g1,530,52482,0.8811320754716981,0.4981286918879919,0.5143516506226558,0.290923,0.2234286506226557
Reweigh,22,g2,2338,52482,0.757912745936698,0.5822875591700474,0.5218496844172478,0.289439,0.2324106844172477
Reweigh,33,g0,533,52482,0.7429643527204502,0.6165930702062976,0.450217426633969,0.2771,0.173117426633969
Reweigh,33,g1,530,52482,0.7924528301886793,0.5112996244635194,0.5719161890587716,0.290923,0.2809931890587716
Reweigh,33,g2,2338,52482,0.7416595380667237,0.5735251659509185,0.5700074749448241,0.289439,0.280568474944824
Reweigh,44,g0,533,52482,0.7560975609756098,0.6199706024307841,0.4686566530945265,0.2771,0.1915566530945265
Reweigh,44,g1,530,52482,0.690566037735849,0.50224482316291,0.6302869169217236,0.290923,0.3393639169217236
Reweigh,44,g2,2338,52482,0.7386655260906758,0.5734772793298974,0.5713511480542715,0.289439,0.2819121480542714
Reweigh,55,g0,533,52482,0.724202626641651,0.5859373761395165,0.5856282515863792,0.2771,0.3085282515863792
Reweigh,55,g1,530,52482,0.7679245283018868,0.5401739424847113,0.5041874367935926,0.290923,0.2132644367935925
Reweigh,55,g2,2338,52482,0.7356715141146278,0.5783896400996773,0.5526754555919418,0.289439,0.2632364555919417
REMIND,42,g0,533,53250,0.7129455909943715,0.5849353346261319,0.5514726126828372,0.2771,0.2743726126828372
